ID,smiles,toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP
25240631,C[NH2+][C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1,0,1,75.49,244.318,18,5,1,3,4,2,0,0,1,0.3173
25240632,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@@H]3C[C@H]5[C@@H](C4)C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)/C=C/c6cc(c(c(c6)OC)OC)OC,0,1,118.98,635.734,46,2,9,2,11,3,2,0,1,3.1536
25240633,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4C[NH+]([C@@H]5Cc6c7c(cccc7[nH]c6Br)C5=C4)C)O,0,1,119.41,655.614,43,4,5,4,11,2,3,1,1,1.7757
25240634,CC(C)[NH2+]CC1CCc2cc(c(cc2N1)[N+](=O)[O-])CO,0,1,92.01,280.348,20,4,4,3,6,1,0,1,0,0.7856
25240635,C[N+]1(C2CCC1CC(C2)OC(=O)C(c3ccccc3)O)C,0,1,46.53,290.383,21,1,3,1,4,1,2,1,0,2.033
25240636,CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,0,0,40.54,429.604,32,1,3,1,3,1,2,1,0,5.4065
25240637,CN1C=NC(=C1C[N+](C)(C)C/C=C/C(=O)NC2=NC=C3C(=C2)C(=NC=N3)NC4=CC(=C(C=C4)Cl)Br)[N+](=O)[O-],1,1,140.76,601.873,38,2,9,2,14,4,0,0,5,4.5973
25240638,CCOC(=O)c1ccc(nc1)C#Cc2ccc3c(c2)C(CCS3)(C)C,0,0,39.19,351.471,25,0,4,0,4,2,0,0,1,4.4315
25240639,CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C(=C[C@H]3[C@@H]2CC(=O)O1)C)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)[NH+](C)C,0,1,112.42,747.003,53,1,10,1,11,0,4,0,0,4.4604
25240640,Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@](O3)(CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)N2)O)(C)C)C)O)C)C,0,0,112.05,506.709,35,3,7,3,8,1,2,2,1,4.05052
25240641,CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,0,0,114.43,678.491,32,0,10,0,12,0,1,0,0,2.7925
25240642,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,0,0,20.23,288.475,21,1,1,1,1,0,3,1,0,5.0903
25240643,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,0,0,150.7,519.687,37,5,5,4,10,0,3,0,0,1.7112
25240644,C[NH+]1CCC(=C2c3ccccc3CCc4c2nccc4)CC1,0,1,17.33,291.418,22,1,1,1,2,2,1,0,1,2.2906
25240645,c1cc2c(csc2c(c1)Cl)COC(Cn3ccnc3)c4ccc(cc4Cl)Cl,0,0,27.05,437.779,27,0,4,0,7,4,0,0,2,7.0161
25240646,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1,0,44.81,448.394,30,1,4,1,7,2,1,0,0,4.8593
25240647,c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)[O-],0,-1,62.13,254.265,19,0,4,0,4,2,0,0,1,0.9563
25240648,CC(=O)/N=c\1/n(nc(s1)S(=O)(=O)N)C,0,0,107.41,236.278,14,2,6,1,9,1,0,0,2,-1.4238
25240649,Cc1ccsc1C(=CCC[NH+]2CCC[C@H](C2)C(=O)[O-])c3c(ccs3)C,0,0,44.57,375.559,25,1,4,1,5,2,1,0,0,2.29304
25240650,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(cc1)C,0,-1,77.34,269.346,18,1,3,1,6,1,0,0,0,2.56712
25240651,CCC(=O)OCCNC(=O)C[n+]1ccccc1,0,1,59.28,237.279,17,1,3,1,5,1,0,0,1,0.0435
25240652,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)[NH+](C)C,0,1,185.39,814.987,57,1,15,1,16,0,4,0,0,2.2038
25240653,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C([C@@H](C(=O)O)O)C(=O)O,1,0,172.06,532.569,38,6,6,6,12,2,0,1,1,2.24154
25240654,CC(Cc1ccccc1)[NH+](C)Cc2ccccc2,0,1,4.44,240.37,18,1,0,1,1,2,0,0,0,2.3325
25240655,CCn1c2cc3c(cc2c(=O)c(n1)C(=O)[O-])OCO3,0,-1,93.48,261.213,19,0,7,0,7,2,0,0,2,-0.4914
25240656,C[NH2+]CCCN1c2ccccc2CCc3c1cccc3,0,1,19.85,267.396,20,2,1,1,2,2,0,0,0,2.5066
25240657,CCC1(C(=O)NCNC1=O)c2ccccc2,0,0,58.2,218.256,16,2,2,2,4,1,1,0,0,0.5379
25240658,CC(c1cc2ccccc2s1)N(C(=O)N)O,0,0,66.56,236.296,16,3,3,2,5,2,0,0,0,2.7322
25240659,CC(C)(Cc1ccc(cc1)Cl)[NH3+],0,1,27.64,184.69,12,3,0,1,2,1,0,0,0,1.903
25240660,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0,0,103.3,582.816,40,1,10,1,10,0,0,1,0,4.049
25240661,c1cc(ccc1C[NH+]2CCCNCC[NH2+]CCCNCC2)C[NH+]3CCCNCC[NH2+]CCCNCC3,0,4,90.22,506.828,36,10,4,8,8,1,2,0,0,-4.4708
25240662,CCCCCCC[NH+](CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O,0,1,70.84,385.594,26,3,3,3,6,1,0,1,0,2.7469
25240663,CC(C)[C@]1(CC(=NO1)C2=NC=CC3=CC=CC=C32)C(=O)N[C@H]4CC(=O)O[C@@]4(CF)O,1,0,110.11,415.421,30,2,7,2,9,2,1,1,1,1.8438
25240664,c1ccc(cc1)COc2ccc(cc2)O,0,0,29.46,200.237,15,1,2,1,2,2,0,0,0,2.9712
25240665,CCC[NH+]1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CSC,0,1,20.23,315.506,22,2,1,2,3,2,1,0,1,2.854
25240666,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,0,0,74.6,376.468,27,2,4,2,5,0,3,2,0,2.9233
25240667,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC5CCCC5)O)C)O,0,0,100.9,486.649,35,2,6,2,6,0,4,2,0,4.3029
25240668,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,0,0,119.03,437.529,31,3,8,2,10,4,0,0,4,3.13904
25240669,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c2ccccc2,0,1,21.51,310.461,23,1,1,1,2,2,0,0,0,2.8749
25240670,CCCCCOC(=O)Nc1c(cn(c(=O)n1)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O)F,0,0,122.91,359.354,25,3,8,3,10,1,1,2,2,0.7602
25240671,C1=C(C(=O)NC(=O)N1)F,1,0,65.72,130.078,9,2,2,2,5,1,0,0,2,-0.7977
25240672,c1ccc(cc1)CC2=[NH+]CCN2,0,1,26,161.228,12,2,1,2,2,1,0,0,0,-0.6886
25240673,Cc1cc(c(cn1)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)[O-])O,0,-1,215.59,611.642,42,4,14,4,17,3,1,0,5,-1.00798
25240674,C(C[C@@H](C(=O)[O-])[NH3+])C[NH+]=C(N)N,0,1,133.78,175.212,12,8,2,4,6,0,0,0,0,-5.519
25240675,c1cc(c(cc1c2ccc(cc2F)F)C(=O)[O-])O,0,-1,60.36,249.192,18,1,3,1,5,2,0,0,0,1.7009
25240676,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)[O-],0,-1,193.64,510.563,33,3,15,2,17,2,1,0,5,-2.2045
25240677,C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,0,1,63.5,304.366,22,2,4,2,5,1,3,1,0,-0.499
25240678,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC,0,1,39.97,300.378,22,1,3,1,4,1,2,0,0,0.5162
25240679,CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCC[NH+](CCCC)CCCC,0,1,90.05,557.777,39,2,5,2,8,3,0,0,0,5.6319
25240680,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,0,0,81.65,306.276,22,1,7,1,9,3,0,1,6,0.7358
25240681,c1cc(c(c2c1nccn2)Br)NC3=[NH+]CCN3,0,1,63.81,293.148,17,3,4,3,6,2,0,0,2,-0.156
25240682,CC[NH2+][C@@H]1C[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)[NH2+]C)O)O)O[C@@H]3[C@@H](CC=C(O3)C[NH3+])[NH3+])[NH3+],0,5,213.75,480.627,33,16,7,8,12,0,2,3,0,-7.4035
25240683,CC(=O)OCC[N+](C)(C)C,0,1,26.3,146.21,10,0,2,0,3,0,0,0,0,0.2557
25240684,CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn2cncn2,0,0,78.29,293.374,22,0,5,0,5,2,0,0,3,2.92876
25240685,C[C@@H]([C@H](c1ccccc1)O)[NH2+]C,0,1,36.84,166.244,12,3,1,2,2,1,0,1,0,0.3017
25240686,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,0,0,105.51,290.323,21,4,7,2,7,2,0,0,2,1.2576
25240687,c1c(c(c(c(c1I)NC(=O)CCCCC(=O)Nc2c(cc(c(c2I)C(=O)[O-])I)I)I)C(=O)[O-])I,0,-2,138.46,1137.748,34,2,6,2,14,2,0,0,0,4.1788
25240688,c1ccc2c(c1)c(no2)CS(=O)(=O)N,0,0,86.19,212.23,14,2,4,1,6,2,0,0,1,0.6163
25240689,c1cc(c(cc1[N+](=O)[O-])Cl)NC(=O)c2cc(ccc2O)Cl,0,0,92.47,327.123,21,2,4,2,8,2,0,0,0,3.8595
25240690,OCl(=O)(=O)=O,0,0,89.41,100.457,5,1,4,1,5,0,0,0,0,-4.124
25240691,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,0,0,106.97,488.621,35,1,7,1,7,0,3,1,0,4.0935
25240692,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1,0,106.35,581.069,40,2,8,2,11,5,0,0,2,6.1391
25240693,C[NH+](C)CCCN1c2ccccc2Sc3c1cccc3,0,1,7.68,285.436,20,1,2,1,3,2,0,0,0,2.8239
25240694,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C,0,0,76.78,329.44,24,2,4,2,4,0,4,2,0,3.46688
25240695,C(C(=O)[O-])[NH3+],0,0,67.77,75.067,5,3,2,1,3,0,0,0,0,-3.0218
25240696,c1ccc2c(c1)C(=O)O[Bi](O2)O,0,0,55.76,362.093,12,1,4,1,5,1,0,0,0,0.213
25240697,c1c(cc(c(c1NC(=O)C(=O)[O-])Cl)NC(=O)C(=O)[O-])C#N,0,-2,162.25,309.621,21,2,7,2,10,1,0,0,0,-2.41152
25240698,CC(C)c1cccc(c1O)C(C)C,0,0,20.23,178.275,13,1,1,1,1,1,0,0,0,3.639
25240699,CC1C(OCC[NH2+]1)c2ccccc2,0,1,25.84,178.255,13,2,1,1,2,1,1,0,0,0.7098
25240700,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5cn[nH]c5C4)C,0,0,48.91,328.5,24,2,2,2,3,1,3,1,2,4.1181
25240701,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,0,0,93.06,430.541,31,2,6,2,6,0,4,2,0,2.7168
25240702,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CC[NH+]([C@@H]3Cc6c5c(c(cc6)O)O4)CC7CC7)OC)(C(C)(C)C)O,0,1,63.36,468.658,34,3,4,3,5,1,5,1,0,2.9967
25240703,c1nc2c(=O)[nH]c(nc2n1COC(CO)CO)N,0,0,139.28,255.234,18,5,8,4,9,2,0,2,4,-1.9709
25240704,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])Cn3ccnn3,0,-1,125.29,299.288,20,0,8,0,10,1,2,0,3,-2.8579
25240705,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,0,-2,225.5,471.43,34,6,11,5,14,2,0,0,2,-3.4005
25240706,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([NH+](CCO2)Cc3[nH]c(=O)[nH]n3)c4ccc(cc4)F,0,1,84.44,535.44,37,3,4,3,14,3,1,0,3,3.535
25240707,c1ccc(cc1)CC2Nc3cc(c(cc3S(=O)(=O)N2)S(=O)(=O)N)C(F)(F)F,0,0,118.36,421.422,27,4,5,3,12,2,0,0,0,1.6254
25240708,CC[C@@H](C(C[C@H](C)[NH+](C)C)(c1ccccc1)c2ccccc2)OC(=O)C,0,1,30.74,354.514,26,1,2,1,3,2,0,0,0,3.2375
25240709,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,0,0,75.27,212.249,15,2,3,2,5,0,1,0,0,0.7949
25240710,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C,0,0,43.37,366.501,27,0,3,0,3,0,6,0,0,4.3059
25240711,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,0,0,40.46,412.658,30,2,2,2,2,0,3,2,0,6.6118
25240712,c1cc(ccc1N)S(=O)(=O)N,0,0,86.18,172.209,11,4,3,2,5,1,0,0,0,-0.0838
25240713,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)[O-],0,0,103.35,438.524,32,2,5,1,7,2,0,0,0,0.2062
25240714,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,1,0,92.35,464.831,32,3,4,3,11,3,0,0,1,5.5497
25240715,CC[NH2+][C@H]1C[C@@H](S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C,0,1,110.91,325.457,19,4,5,2,9,1,0,0,0,-0.4142
25240716,c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,0,0,61.69,321.163,21,2,3,2,6,2,0,1,0,3.1013
25240717,c1cc(c(c2c1nsn2)NC3=[NH+]CCN3)Cl,0,1,63.81,254.726,16,3,5,3,7,2,0,0,2,-0.2036
25240718,c1nc2c(nc(nc2n1[C@H]3C[C@@H]([C@H](O3)CO)O)Cl)N,0,0,119.31,285.691,19,4,8,3,9,2,1,2,4,-0.2974
25240719,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)OC5CCCC5,0,0,29.46,364.529,27,1,2,1,2,1,3,1,0,5.2284
25240720,c1ccc(cc1)c2c(oc(n2)CCC(=O)[O-])c3ccccc3,0,-1,66.16,292.314,22,0,4,0,4,3,0,0,1,2.6911
25240721,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)c2cccc(c2)[N-]S(=O)(=O)c3ccc(cn3)C(F)(F)F)[O-])CCc4ccccc4,0,-2,110.49,600.659,42,0,6,0,11,3,0,0,1,6.7211
25240722,c1nc2c(n1COCCO)[nH]c(nc2=O)N,0,0,119.05,225.208,16,4,7,3,8,2,0,1,4,-1.3318
25240723,C[NH2+]C1(CCCCC1=O)c2ccccc2Cl,0,1,33.68,238.738,16,2,1,1,3,1,1,0,0,1.8716
25240725,Cc1c(cccc1O)C(=O)N[C@@H](CSc2ccccc2)[C@@H](C[NH+]3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,0,1,103.1,568.804,40,5,5,5,8,2,2,1,0,3.33052
25240726,C[C@@H](C1=CCC23C1(C[C@H](C45C2=CC[C@H]6[C@@]4(CC[C@@](C6)(O5)O)C)O)C[NH+](CCO3)C)OC(=O)c7ccccc7,0,1,89.66,522.662,38,3,6,3,7,1,5,2,0,2.1908
25240727,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,1,0,60.69,416.646,30,3,3,3,3,0,3,3,0,5.7047
25240728,C[NH+](C)CCN(Cc1ccccc1)c2ccccn2,0,1,20.57,256.373,19,1,2,1,3,2,0,0,1,1.2327
25240729,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3cccs3)SC1)C(=O)[O-],0,-1,115.84,395.438,26,1,8,1,10,1,1,0,0,-0.7424
25240730,CC(C)(Cc1ccccc1)[NH3+],0,1,27.64,150.245,11,3,0,1,1,1,0,0,0,1.2496
25240731,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)C/C=C/C=C,0,0,43.37,328.452,24,0,3,0,3,0,1,0,0,4.5582
25240732,Cc1c(ccc2c1c(nc(n2)N)N)CNc3cc(c(c(c3)OC)OC)OC,0,0,117.54,369.425,27,5,8,3,8,3,0,0,2,2.74052
25240733,c1c(c(c(c(c1I)NC(=O)CCOCCOCCOCCOCCC(=O)Nc2c(cc(c(c2I)C(=O)[O-])I)I)I)C(=O)[O-])I,0,-2,175.38,1285.906,44,2,10,2,18,2,0,0,0,3.465
25240734,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O)O,0,-1,97.66,351.463,25,2,5,2,5,0,1,2,0,1.9164
25240735,c1cc2cccnc2c(c1)O,0,0,33.12,145.161,11,1,2,1,2,2,0,0,1,1.9404
25240736,CCC[NH2+]C(C)C(=O)Nc1c(csc1C(=O)OC)C,0,1,72.01,285.389,19,3,4,2,6,1,0,0,0,1.14352
25240737,C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,0,1,7.68,319.881,21,1,2,1,4,2,0,0,0,3.4773
25240738,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0,-1,66.43,293.449,19,0,4,0,5,0,0,0,0,4.1643
25240739,CC1(C(=O)N(C(=O)O1)C)C,0,0,46.61,143.142,10,0,3,0,4,0,1,0,0,0.3736
25240740,Cc1c(c(c(c(c1C(=O)[O-])I)NC(=O)C)I)C(=O)NC,0,-1,98.33,501.038,20,2,4,2,8,1,0,0,0,0.88572
25240741,Cc1ccccc1N2C(Nc3cc(c(cc3C2=O)S(=O)(=O)N)Cl)C,0,0,92.5,365.842,24,3,4,2,8,2,0,0,0,2.71412
25240742,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,0,0,93.06,434.504,31,2,6,2,7,0,4,2,0,2.4188
25240743,C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,0,4,384.89,672.749,47,23,10,15,22,0,1,1,0,-12.3046
25240744,COC(=O)[C@H](c1ccccc1)[C@H]2CCCC[NH2+]2,0,1,42.91,234.319,17,2,2,1,3,1,1,0,0,1.0591
25240745,CCC1(C(=O)N(C(=O)N1)C)c2ccccc2,0,0,49.41,218.256,16,1,2,1,4,1,1,0,0,1.4735
25240746,CCCC[NH+]1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,0,1,85.36,220.289,15,5,4,5,5,0,1,4,0,-2.8714
25240747,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])SC1)C(=O)[O-],0,0,143.48,405.432,28,4,7,2,10,1,1,0,0,-2.0634
25240748,c1ccc(c(c1)c2nc(n(n2)c3ccc(cc3)C(=O)[O-])c4ccccc4O)O,0,-1,111.3,372.36,28,2,7,2,7,4,0,0,3,2.376
25240749,c1cc(c(c(c1)C(=O)c2ccc(cc2)Br)N)CC(=O)[O-],0,-1,83.22,333.161,20,2,4,1,5,2,0,0,0,1.5547
25240750,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,1,0,98.66,361.034,23,4,4,4,9,1,0,0,0,1.2661
25240751,c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CC4CC3C=C4)O,0,1,24.67,312.477,23,2,1,2,2,1,2,1,0,2.5453
25240752,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H]([NH2+]C3)CNS(=O)(=O)N)C(=O)[O-])[C@@H](C)O,0,0,169.47,420.513,27,6,7,4,12,0,2,1,0,-3.964
25240753,CC(C)(C)[NH2+]CC(COc1cccc2c1C[C@@H]([C@@H](C2)O)O)O,0,1,86.53,310.414,22,5,4,4,5,1,0,3,0,-0.3914
25240754,CN(C)/N=N/c1c(nc[nH]1)C(=O)N,0,0,99.73,182.187,13,3,4,2,7,1,0,0,2,0.0689
25240755,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CC[NH+](CC4)CCO)Cl,0,1,107.71,489.025,33,4,8,4,11,3,1,1,3,1.89644
25240756,C[C@@H]([C@@H]([C@H]1CNc2c(c(=O)nc([nH]2)N)N1)O)O,0,0,136.29,241.251,17,7,7,6,8,1,0,2,2,-1.7002
25240757,C(C(OC(F)F)(F)F)(F)Cl,0,0,9.23,184.491,10,0,1,0,7,0,0,0,0,2.3528
25240758,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)[O-],0,-1,71.36,356.785,25,0,5,0,6,3,0,0,1,2.59262
25240759,CC(=O)c1ccc(c(c1)OC)OCCC[NH+]2CCC(CC2)c3c4ccc(cc4on3)F,0,1,66,427.496,31,1,5,1,7,3,1,0,1,3.4095
25240760,CC[NH+](CC)CCNC(=O)c1ccc(cc1)N,0,1,59.56,236.339,17,4,2,3,4,1,0,0,0,-0.0767
25240761,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)[NH+](C)C,0,1,33.98,251.35,18,1,2,1,4,1,0,0,0,1.3426
25240762,C[N+]1(CCC(=C(c2ccccc2)c3ccccc3)CC1)C,0,1,0,278.419,21,0,0,0,1,2,1,0,0,4.3587
25240763,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5ccccc5C4=O)[O-])(C(=O)C)O)[NH3+])O,0,-1,183.89,496.492,36,5,9,3,10,2,1,2,0,-0.9605
25240764,CC(C)(C)c1ccc(cc1)C[NH+]2CCN(CC2)C(c3ccccc3)c4ccc(cc4)Cl,0,1,7.68,434.047,31,1,1,1,3,3,1,0,0,5.1276
25240765,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,0,0,170.06,875.106,62,3,14,3,14,0,5,3,0,5.6014
25240766,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,1,0,54.69,405.424,29,1,6,1,9,3,1,0,3,4.0486
25240767,c1ccc(cc1)C(COC(=O)N)COC(=O)N,0,0,104.64,238.243,17,4,4,2,6,1,0,0,0,0.9608
25240768,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,0,0,72.83,454.966,31,1,5,1,7,0,4,1,0,3.8893
25240769,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,0,0,90.15,182.147,12,4,5,4,6,0,1,4,0,-2.2442
25240770,C=C1[C@H](C[C@@H]([C@H]1CO)O)n2cnc3c2nc([nH]c3=O)N,0,0,130.05,277.284,20,5,7,4,8,2,1,2,4,-0.8278
25240771,c1c(c(cc(c1Cl)Cl)Cl)OCC#CI,0,0,9.23,361.393,14,0,1,0,5,1,0,0,0,4.4215
25240772,C[C@@H](C(=O)Nc1c(c(c(c(c1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,0,0,188.45,777.088,31,8,8,8,14,1,0,5,0,-1.0143
25240773,C([C@H]([C@@H]([C@H](C=O)O)O)O)O,0,0,97.99,150.13,10,4,5,4,5,0,0,4,0,-2.7397
25240774,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,0,0,93.06,436.52,31,2,6,2,7,0,4,2,0,2.4987
25240775,CCC1=CC2C[C@@](c3c(c4ccccc4[nH]3)C[NH+](C2)C1)(c5cc6c(cc5OC)N([C@@H]7[C@]68CC[NH+]9[C@H]8[C@@](C=CC9)([C@H]([C@@]7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC,0,2,136.27,780.963,57,4,9,4,12,3,2,1,1,1.9194
25240776,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)[O-],0,-1,66.43,302.133,19,0,4,0,6,1,0,0,0,2.271
