classification,residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
HYDROLASE,1048,2.2,114526.33,291,2.71,54.57,6.5
HYDROLASE,1052,2,114329.19,291,2.66,53.8,6.5
HYDROLASE,1048,1.9,115168.02,291,2.66,53.81,6.5
HYDROLASE,1048,2,114862.8,291,2.7,54.48,6.5
HYDROLASE,329,1.7,34859.62,291,3.23,61.91,6.5
HYDROLASE,332,1.85,35139.09,291,3.18,61.32,6.5
HYDROLASE,2420,2.7,274934.5,291,2.83,56.57,6.5
HYDROLASE,189,2.3,22153.4,291,2.23,44.72,6.5
HYDROLASE,323,2.4,37933.91,291,2.29,46.35,6.5
HYDROLASE,214,1.2,22948.9,291,2.54,51.66,6.5
HYDROLASE,822,2.3,90723.73,291,2.95,58.27,6.5
HYDROLASE,386,1.8,42829.04,291,2.14,42.39,6.5
HYDROLASE,1044,1.9,121718.63,291,1.56,20.94,6.5
HYDROLASE,1044,1.9,122361.07,291,2.13,42.4,6.5
HYDROLASE,1044,1.81,121741.67,291,2.1,42.4,6.5
HYDROLASE,1044,2.5,121736.73,291,2.1,42.4,6.5
HYDROLASE,342,1.84,39926.82,291,2.05,40.06,6.5
HYDROLASE,1720,2.59,194943.69,291,2.88,57.33,6.5
HYDROLASE,213,1.87,24776.64,291,3.5,64.82,6.5
HYDROLASE,189,2.3,22153.4,291,2.18,43.67,6.5
HYDROLASE,212,4.1,23709.37,291,2.47,50.23,6.5
HYDROLASE,512,1.94,55028.52,291,3.33,63.11,6.5
HYDROLASE,776,1.9,87358.18,291,2.83,56.58,6.5
HYDROLASE,329,1.89,36051.72,291,2.98,58.73,6.5
HYDROLASE,329,1.9,35915.63,291,2.99,58.92,6.5
HYDROLASE,692,4,80854,291,4.71,73.89,6.5
HYDROLASE,1308,2.87,144592.81,291,2.41,49,6.5
HYDROLASE,692,4,80854,291,4.71,73.89,6.5
HYDROLASE,822,1.9,90751.73,291,2.96,58.47,6.5
HYDROLASE,448,2.5,47430.77,291,2.18,43.63,6.5
HYDROLASE,672,1.5,75816.33,291,2.06,40.41,6.5
HYDROLASE,1916,2.42,213449.66,291,2.9,57.56,6.5
HYDROLASE,1916,2.85,213687.73,291,2.75,55.24,6.5
HYDROLASE,1916,2.8,213896.36,291,2.93,58.03,6.5
HYDROLASE,822,2.1,90909.94,291,2.98,58.72,6.5
HYDROLASE,418,1.45,47077.43,291,3.67,66.46,6.5
HYDROLASE,500,2.5,56785.89,291,2.55,51.77,6.5
HYDROLASE,170,2,19987.54,291,2.41,48.91,6.5
HYDROLASE,302,2.03,35225.54,291,2.04,39.65,6.5
HYDROLASE,500,2,55623.99,291,2.78,55.69,6.5
HYDROLASE,520,2,56995.77,291,2.69,54.2,6.5
HYDROLASE,520,2,57061.18,291,2.64,53.37,6.5
HYDROLASE,1264,2.67,142445.89,291,3.08,60.11,6.5
HYDROLASE,277,2.74,33364.02,291,3.05,59.72,6.5
HYDROLASE,1916,2.77,214357.2,291,2.99,58.9,6.5
HYDROLASE,155,1.36,17802.11,291,2.51,50.99,6.5
HYDROLASE,1122,2.3,132966.92,291,2.31,46.68,6.5
HYDROLASE,838,1.88,94361.09,291,2.57,52.1,6.5
HYDROLASE,1676,2.65,188595.8,291,2.87,57.11,6.5
HYDROLASE,838,1.94,94987.7,291,2.52,51.27,6.5
HYDROLASE,966,2.3,104055.56,291,2.95,58.37,6.5
HYDROLASE,870,2,97851.66,291,2.89,57.47,6.5
HYDROLASE,870,1.7,100108.12,291,2.84,56.76,6.5
HYDROLASE,736,2.3,85311.22,291,3.68,66.55,6.5
HYDROLASE,460,1.3,51360.77,291,2.21,44.26,6.5
HYDROLASE,460,1.45,51360.77,291,2.24,45.02,6.5
HYDROLASE,332,1.48,36956.39,291,2.26,45.51,6.5
HYDROLASE,332,1.43,37367.01,291,2.25,45.33,6.5
HYDROLASE,332,1.05,37529.15,291,2.28,46.07,6.5
HYDROLASE,372,1.45,42794.05,291,2.36,47.84,6.5
HYDROLASE,372,1.85,43357.75,291,2.36,47.79,6.5
HYDROLASE,340,0.83,36160.88,291,2.13,42.18,6.5
HYDROLASE,334,1.24,35580.13,291,2.16,43.03,6.5
HYDROLASE,164,2.1,19211.69,291,2.46,49.97,6.5
HYDROLASE,422,2,47431.04,291,2.19,43.82,6.5
HYDROLASE,1376,2.4,157466.06,291,2.11,41.57,6.5
HYDROLASE,866,2,90922.44,291,2.36,47.8,6.5
HYDROLASE,534,1.75,61201.14,291,2.02,39.2,6.5
HYDROLASE,383,1.8,40024.48,291,2.6,53,6.5
HYDROLASE,504,3.2,57196.19,291,2.94,58.22,6.5
HYDROLASE,646,1.4,73580.85,291,2.48,50.38,6.5
HYDROLASE,645,1.4,73626.37,291,2.42,49.14,6.5
HYDROLASE,316,2.3,33566.89,291,2.38,48.27,6.5
HYDROLASE,485,1.97,55311.84,291,2.04,39.8,6.5
HYDROLASE,6458,1.8,723623.5,291,2.62,53.01,6.5
HYDROLASE,6458,2.2,721578.38,291,2.54,51.65,6.5
HYDROLASE,6466,1.9,724844.25,291,2.54,51.65,6.5
HYDROLASE,6474,2.19,724209.5,291,2.54,51.65,6.5
HYDROLASE,6488,2.41,726915.44,291,2.54,51.65,6.5
HYDROLASE,6458,2,726015.31,291,2.54,51.65,6.5
HYDROLASE,6458,2.1,725716.19,291,2.54,51.65,6.5
HYDROLASE,6458,1.99,725177.5,291,2.54,51.65,6.5
HYDROLASE,6464,2.07,724740.88,291,2.54,51.65,6.5
HYDROLASE,6458,2,725576.94,291,2.54,51.65,6.5
HYDROLASE,4334,4.2,492614.75,291,3.55,65.35,6.5
HYDROLASE,1013,2.3,117065.63,291,2.53,51.4,6.5
HYDROLASE,1013,2.15,117417.49,291,2.42,49.12,6.5
HYDROLASE,3180,2.1,362149.88,291,2.75,55.29,6.5
HYDROLASE,1492,2.12,171626.66,291,2.7,54.4,6.5
HYDROLASE,1494,2.92,171043.25,291,2.67,53.9,6.5
HYDROLASE,1468,2.3,162702.03,291,2.95,58.28,6.5
HYDROLASE,962,1.4,110496.96,291,2.2,44.08,6.5
HYDROLASE,649,2.3,75333.41,291,2.63,53.18,6.5
HYDROLASE,332,1.89,39057.87,291,2.12,42.07,6.5
HYDROLASE,1808,1.78,206089.67,291,2.52,51.23,6.5
HYDROLASE,523,1.8,59600.87,323,2.25,45.42,6.5
HYDROLASE,435,2.2,50661.21,292,2.6,52.7,6.5
HYDROLASE,435,2,53482.83,292,2.57,52.18,6.5
HYDROLASE,1312,2.6,139438.09,292,2.11,41.77,6.5
HYDROLASE,1936,3.2,222130.84,292,3.27,62.37,6.5
HYDROLASE,141,1.76,16298.85,292,1.88,34.58,6.5
HYDROLASE,189,1.8,21367.73,292,2.6,52.63,6.5
HYDROLASE,1352,1.93,149853.91,292,3.13,60.74,6.5
HYDROLASE,1352,1.97,150510.2,292,3.13,60.69,6.5
HYDROLASE,211,2.5,23656.64,292,4.13,70.21,6.5
HYDROLASE,1804,2.15,192130.55,292,3.06,59.81,6.5
HYDROLASE,1804,2.4,191742.09,292,3.08,60.12,6.5
HYDROLASE,228,1.63,25799.67,292,1.71,28.1,6.5
HYDROLASE,355,1.99,40369.59,292,3.98,69.08,6.5
HYDROLASE,355,2.19,40530.77,292,3.99,69.21,6.5
HYDROLASE,729,1.8,83629.33,292,2.39,48.46,6.5
HYDROLASE,355,2.1,40402.59,292,4.02,69.44,6.5
HYDROLASE,355,2.3,40414.4,292,4.02,69.38,6.5
HYDROLASE,528,1.55,59006.11,292,2.88,57.31,6.5
HYDROLASE,528,1.48,60342.95,292,2.85,56.9,6.5
HYDROLASE,528,1.64,60480.12,292,2.84,56.71,6.5
HYDROLASE,460,2.9,53609.72,292,2.44,49.62,6.5
HYDROLASE,355,2.3,40375.98,292,3.98,69.1,6.5
HYDROLASE,744,3.29,87388.49,292,4.7,74,6.5
HYDROLASE,231,1.37,25724.24,292,2.14,42.42,6.5
HYDROLASE,231,1.35,25739.23,292,2.19,43.73,6.5
HYDROLASE,231,1.13,25434.35,292,2.14,42.49,6.5
HYDROLASE,231,1.33,25996.04,292,2,38.62,6.5
HYDROLASE,237,1.77,26188.94,292,2.08,40.96,6.5
HYDROLASE,1992,2.25,229808.89,292,2.32,46.9,6.5
HYDROLASE,367,2,42288.85,292,2.38,48.29,6.5
HYDROLASE,958,1.95,107587.71,292,2.23,44.82,6.5
HYDROLASE,447,0.95,51056.23,292,2.05,39.86,6.5
HYDROLASE,610,3.2,63787.47,292,2.32,46.87,6.5
HYDROLASE,447,1.05,51091.25,292,2.6,52.2,6.5
HYDROLASE,353,2.4,39503.86,277,2.26,45.49,6.5
HYDROLASE,279,1.55,29131.04,277,2.14,42.59,6.5
HYDROLASE,324,2,36005.98,277,2.75,55.2,6.5
HYDROLASE,279,1.8,29400.1,277,2.19,43.88,6.5
HYDROLASE,562,2.1,63668.39,277,2.6,43,6.5
HYDROLASE,562,2.2,63612.37,277,2.6,43,6.5
HYDROLASE,681,2.3,78005.68,277,2.6,51,6.5
HYDROLASE,650,2.14,69683.55,277,1,41.86,6.5
HYDROLASE,261,1.8,29455.58,277,2.42,48.72,6.5
HYDROLASE,261,1.9,29590.71,277,2.44,49.28,6.5
HYDROLASE,261,2,29802.8,277,2.44,49.17,6.5
HYDROLASE,987,1.7,110802.55,277,2.52,51.24,6.5
HYDROLASE,298,2.35,35190.86,277,3.6,65.82,6.5
HYDROLASE,345,1.5,36061.31,277,2.56,51.91,6.5
HYDROLASE,3936,2.9,457099.84,277,2.88,57.26,6.5
HYDROLASE,297,2.15,35631.79,277,2.9,57.58,6.5
HYDROLASE,322,1.43,36480.7,277,1.74,28.68,6.5
HYDROLASE,322,1.14,36141.79,277,1.66,35.58,6.5
HYDROLASE,321,2.15,38408.05,277,2.68,54.18,6.5
HYDROLASE,223,1.8,25233.4,277,2.29,46.4,6.5
HYDROLASE,322,2.1,35784.09,277,2.2,44.01,6.5
HYDROLASE,756,2,87770.01,277,2.6,52.63,6.5
HYDROLASE,756,2.13,88017.57,277,2.6,52.62,6.5
HYDROLASE,756,2,87859.78,277,2.64,53.33,6.5
HYDROLASE,674,2,77575.37,277,2.6,52.72,6.5
HYDROLASE,1680,2.4,196369.2,277,3.34,62.93,6.5
HYDROLASE,5040,2.9,581155.62,277,4.81,74.21,6.5
HYDROLASE,175,2,19934.31,277,2.64,53,6.5
HYDROLASE,365,1.77,41858.34,277,3.05,59.72,6.5
HYDROLASE,248,2,28574.33,277,2.82,56.4,6.5
HYDROLASE,354,2.51,41356.81,277,4.34,70,6.5
HYDROLASE,694,1.9,78138.04,277,2.3,45.9,6.5
HYDROLASE,465,2,54399.3,277,3.3,62.2,6.5
HYDROLASE,236,1.7,25876.03,277,2.36,47.56,6.5
HYDROLASE,236,1.4,26080.29,277,2.34,47.05,6.5
HYDROLASE,236,1.5,25946.16,277,2.37,47.69,6.5
HYDROLASE,236,1.7,25689.88,277,2.39,48.18,6.5
HYDROLASE,236,1.8,25781.91,277,2.41,48.63,6.5
HYDROLASE,236,1.9,26026.25,277,2.47,49.84,6.5
HYDROLASE,236,1.7,25920.13,277,2.42,48.71,6.5
HYDROLASE,236,1.7,25962.17,277,2.42,48.71,6.5
HYDROLASE,259,1.9,28922.82,277,2.2,44.8,6.5
HYDROLASE,354,2.1,39476.32,277,4,69.22,6.5
HYDROLASE,485,2.1,55601.23,277,2.44,49.59,6.5
HYDROLASE,694,2,78176.05,277,2.39,48.56,6.5
HYDROLASE,694,2.2,78151.98,277,2.39,48.53,6.5
HYDROLASE,175,1.45,19934.31,277,2.64,53,6.5
HYDROLASE,175,1.8,19850.8,277,2.64,53,6.5
HYDROLASE,175,1.7,19872.22,277,2.64,53,6.5
HYDROLASE,480,1.51,54639.38,277,2.18,43.6,6.5
HYDROLASE,862,2.86,96926.02,277,2.51,50.96,6.5
HYDROLASE,152,1.5,17706.66,277,2.44,49.19,6.5
HYDROLASE,697,3,77591.05,277,3.5,64.86,6.5
HYDROLASE,129,1.9,14744.79,277,1.95,37.05,6.5
HYDROLASE,674,1.95,77547.36,277,2.65,53.62,6.5
HYDROLASE,678,2.2,77710.05,277,2.63,53.24,6.5
HYDROLASE,322,2.3,36061.82,277,2.01,38.75,6.5
HYDROLASE,258,1.45,29987.01,277,2.12,41.85,6.5
HYDROLASE,537,2.6,62107.98,277,2.7,54.52,6.5
HYDROLASE,258,1.45,29800.8,277,2.12,41.85,6.5
HYDROLASE,535,2.84,63312.38,277,2.7,54.47,6.5
HYDROLASE,537,3.01,63341.42,277,2.76,55.42,6.5
HYDROLASE,537,2.8,63489.62,277,2.68,54.02,6.5
HYDROLASE,258,1.9,30417.6,277,2.68,54.05,6.5
HYDROLASE,370,1.3,41410.64,277,1.94,36.58,6.5
HYDROLASE,617,1.48,65095.45,277,2.82,56.32,6.5
HYDROLASE,648,3.5,72053.98,277,2.6,52.73,6.5
HYDROLASE,617,2.25,65011.37,277,2.8,56.07,6.5
HYDROLASE,617,2.21,65051.45,277,2.77,55.62,6.5
HYDROLASE,632,2.49,70848.89,277,2.25,45.35,6.5
HYDROLASE,1194,2.07,124686.19,277,2.7,54.38,6.5
HYDROLASE,248,2.25,27245.12,277,2.25,45.39,6.5
HYDROLASE,686,2.2,80972.68,277,2.8,56.1,6.5
HYDROLASE,338,1.9,39179.73,277,3.28,62.55,6.5
HYDROLASE,676,2.1,78803.95,277,3.29,62.64,6.5
HYDROLASE,998,1.85,113395.08,277,2.45,49.85,6.5
HYDROLASE,370,1.81,41149.34,277,2.36,47.9,6.5
HYDROLASE,606,2.6,66824.17,277,2.32,47.09,6.5
HYDROLASE,1088,2,126887.98,277,2.28,46.04,6.5
HYDROLASE,328,1.85,37867.94,277,2.12,41.95,6.5
HYDROLASE,328,2.07,37825.09,277,2.1,41.37,6.5
HYDROLASE,328,2.24,37895.99,277,2.14,42.56,6.5
HYDROLASE,328,1.5,37880.4,277,2.04,39.65,6.5
HYDROLASE,328,2.16,37753.8,277,2.13,42.35,6.5
HYDROLASE,328,1.5,37942.57,277,2.07,40.6,6.5
HYDROLASE,353,1.75,41768.22,277,2.74,55.19,6.5
HYDROLASE,164,1.59,18944.4,277,2.76,55.43,6.5
HYDROLASE,164,1.7,19036.55,277,2.73,54.96,6.5
HYDROLASE,164,1.6,18978.84,277,2.77,55.53,6.5
HYDROLASE,164,2.02,19038.53,277,2.7,54.38,6.5
HYDROLASE,164,1.81,19050.58,277,2.69,54.24,6.5
HYDROLASE,164,1.4,19024.72,277,2.72,54.86,6.5
HYDROLASE,164,1.85,19024.46,277,2.69,54.25,6.5
HYDROLASE,164,1.26,18947.59,277,2.7,54.4,6.5
HYDROLASE,164,1.8,18974.42,277,2.69,54.31,6.5
HYDROLASE,164,1.46,18848.4,277,2.76,55.45,6.5
HYDROLASE,164,1.4,19018.73,277,2.74,55.19,6.5
HYDROLASE,164,1.29,19047.73,277,2.69,54.28,6.5
HYDROLASE,162,1.45,18888.65,277,2.74,55.14,6.5
HYDROLASE,278,1.35,33149.26,277,2.18,43.53,6.5
HYDROLASE,223,2.15,26285.97,277,3.03,59.41,6.5
HYDROLASE,470,2.8,54724.93,277,4.94,75.09,6.5
HYDROLASE,1932,2.2,218051.81,277,2.43,49.36,6.5
HYDROLASE,543,2.34,62861.04,277,4.03,69.52,6.5
HYDROLASE,306,1.7,33153.41,277,2.23,44.91,6.5
HYDROLASE,252,1.6,30610.14,277,2.43,49.36,6.5
HYDROLASE,274,1.2,32127.03,277,2.28,46.01,6.5
HYDROLASE,820,2.1,96134.55,277,2.96,58.48,6.5
HYDROLASE,620,2.1,71991.52,277,2.58,52.37,6.5
HYDROLASE,460,3,52126.83,277,2.76,55.36,6.5
HYDROLASE,460,2.9,51838.64,277,3.13,60.72,6.5
HYDROLASE,677,2.08,77334.52,277,2.65,53.54,6.5
HYDROLASE,1934,3.08,226197.61,277,2.88,57.22,6.5
HYDROLASE,320,1.96,37345.01,277,3.16,61.04,6.5
HYDROLASE,534,2.24,58606.41,277,2.59,52.55,6.5
HYDROLASE,534,1.93,58664.48,277,2.6,52.73,6.5
HYDROLASE,534,2.2,58501.99,277,2.29,46.23,6.5
HYDROLASE,534,2.31,58654.54,277,2.66,53.74,6.5
HYDROLASE,1380,2.85,155888.55,277,2.72,54.75,6.5
HYDROLASE,129,3,15514.94,277,2.04,39.57,6.5
HYDROLASE,278,2.6,31654.43,277,2.89,57.48,6.5
HYDROLASE,2760,2,303300.84,277,2.73,54.93,6.5
HYDROLASE,550,1.36,56142.09,277,2.31,46.77,6.5
HYDROLASE,129,3,15712.58,277,2.05,39.94,6.5
HYDROLASE,398,1.41,42278.29,277,2.28,46,6.5
HYDROLASE,1934,3.22,226891.39,277,2.85,56.86,6.5
HYDROLASE,1388,2.3,154746.12,277,3.42,64.03,6.5
HYDROLASE,299,1.45,34285.08,277,2.27,45.7,6.5
HYDROLASE,196,1.75,22408.24,277,1.8,31.72,6.5
HYDROLASE,196,2.1,22656.08,277,1.8,31.74,6.5
HYDROLASE,686,1.65,77628,277,2.79,55.88,6.5
HYDROLASE,404,1.8,44011.73,277,2.6,52.69,6.5
HYDROLASE,1020,3.5,113836.41,277,8.29,85.17,6.5
HYDROLASE,168,1.68,18785.71,277,4.05,69.62,6.5
HYDROLASE,398,1.41,42278.29,277,1.53,19.49,6.5
HYDROLASE,477,1.57,53973.03,277,2.35,47.62,6.5
HYDROLASE,220,1.75,26811.31,277,2.45,49.87,6.5
HYDROLASE,886,2,100567.16,277,2.23,44.93,6.5
HYDROLASE,985,2.49,114860.98,277,3.16,61.11,6.5
HYDROLASE,620,1.7,69847.73,277,2.28,46.12,6.5
HYDROLASE,620,1.53,69237.22,277,2.26,45.65,6.5
HYDROLASE,1240,2.3,139291.52,277,2.91,57.8,6.5
HYDROLASE,1240,2.25,139419.69,277,2.97,58.59,6.5
HYDROLASE,1240,2.05,138955.05,277,2.93,58.06,6.5
HYDROLASE,582,2,64830.45,277,2.45,49.89,6.5
HYDROLASE,986,2,113437.37,277,3.53,65.11,6.5
HYDROLASE,296,2.1,34674.34,277,1.83,32.83,6.5
HYDROLASE,1934,3.02,227361.91,277,2.86,57,6.5
HYDROLASE,264,1.7,27648.62,277,2.72,54.74,6.5
HYDROLASE,543,2.43,66363.38,277,3.98,69.11,6.5
HYDROLASE,395,2.2,44485.89,277,2.72,54.84,6.5
HYDROLASE,734,1.8,82101.59,277,2.44,49.66,6.5
HYDROLASE,1086,2.42,119941.37,277,4.24,71.02,6.5
HYDROLASE,215,2.1,23640.19,277,3.74,60.78,6.5
HYDROLASE,416,1.77,46986.71,277,2.58,52.34,6.5
HYDROLASE,416,1.75,46638.32,277,2.76,55,6.5
HYDROLASE,208,1.35,23581.48,277,2.7,55,6.5
HYDROLASE,573,1.8,62043.57,277,1.95,36.82,6.5
HYDROLASE,316,2,34853.29,277,2.41,48.99,6.5
HYDROLASE,316,2.1,34853.29,277,2.41,49.05,6.5
HYDROLASE,316,2.1,34586.06,277,2.41,49.03,6.5
HYDROLASE,482,2.3,54042.32,277,2.31,46.69,6.5
HYDROLASE,482,2.11,55369.57,277,2.31,46.65,6.5
HYDROLASE,265,2.1,28524.43,293,2.73,54.88,6.5
HYDROLASE,570,1.9,64204.93,293,3.73,66.99,6.5
HYDROLASE,265,2,28546.81,293,2.33,47.22,6.5
HYDROLASE,530,2.1,57048.86,293,2.04,39.76,6.5
HYDROLASE,265,2.1,28511.38,293,2.32,46.94,6.5
HYDROLASE,456,2,51510.08,293,2.55,51.76,6.5
HYDROLASE,454,2.1,53225.86,293,2.73,54.97,6.5
HYDROLASE,279,2.4,32638.45,293,2.43,49.3,6.5
HYDROLASE,533,2.3,58826.7,293,2.6,52,6.5
HYDROLASE,271,1.95,29652.24,293,2.41,48.88,6.5
HYDROLASE,1578,2.4,173651.98,293,2.81,56.27,6.5
HYDROLASE,213,2,23974.45,293,2.59,52.59,6.5
HYDROLASE,392,1.55,48557.8,293,2.05,39.97,6.5
HYDROLASE,6454,2.75,718069.75,293,2.64,53.33,6.5
HYDROLASE,637,2.2,71154.44,293,2.25,45.34,6.5
HYDROLASE,637,2.2,71143.45,293,2.31,46.87,6.5
HYDROLASE,1176,1.9,138401.3,293,1.94,36.08,6.5
HYDROLASE,1176,2.4,139366.62,293,2.06,39.88,6.5
HYDROLASE,1176,2.8,139724.97,293,2.19,43.37,6.5
HYDROLASE,1176,3.2,139364.66,293,2.21,44.02,6.5
HYDROLASE,190,1.6,21911.43,293,2,37.88,6.5
HYDROLASE,652,2.27,69477.9,293,2.1,40.5,6.5
HYDROLASE,308,1.69,33802.19,293,2.53,51.39,6.5
HYDROLASE,479,2,52076.17,293,3.54,65.26,6.5
HYDROLASE,479,1.59,51965.2,293,3.56,65.4,6.5
HYDROLASE,479,1.8,51923.16,293,3.57,65.57,6.5
HYDROLASE,357,1.9,39792.44,293,2.11,41.66,6.5
HYDROLASE,357,1.5,39866.01,293,2.1,41.4,6.5
HYDROLASE,357,1.8,39569.41,293,2.09,41.27,6.5
HYDROLASE,357,1.3,39768.91,293,2.12,42.06,6.5
HYDROLASE,513,2.1,55131.08,293,2.41,49,6.5
HYDROLASE,238,2.7,26399.37,293,2.39,48.48,6.5
HYDROLASE,119,2,13319.81,293,2.26,45.49,6.5
HYDROLASE,119,1.86,13303.81,293,2.27,45.88,6.5
HYDROLASE,638,2.2,70811.48,293,2.69,54.27,6.5
HYDROLASE,489,3.2,52742.43,293,4,68.99,6.5
HYDROLASE,662,1.45,78727,293,3.07,64.7,6.5
HYDROLASE,782,2.4,87594.51,293,2.28,46.07,6.5
HYDROLASE,223,1.55,23258.93,293,2.02,38.73,6.5
HYDROLASE,223,1.93,23471.15,293,2.02,38.7,6.5
HYDROLASE,242,2.7,27325.19,293,3.83,67.59,6.5
HYDROLASE,379,1.45,46439.39,293,3.33,63.01,6.5
HYDROLASE,379,1.8,44381.4,293,3.31,62.85,6.5
HYDROLASE,379,1.67,45248.13,293,3.28,62.45,6.5
HYDROLASE,430,1.75,48224.15,293,2.4,48,6.5
HYDROLASE,236,1.9,26699.91,293,2.78,55.73,6.5
HYDROLASE,510,1.4,57617.57,293,2.29,45.9,6.5
HYDROLASE,856,1.64,98972.08,293,2.72,54.44,6.5
HYDROLASE,1530,2.4,172841.94,293,2.07,40.22,6.5
HYDROLASE,480,2.15,55215.69,293,3.51,64.96,6.5
HYDROLASE,637,2,73570.59,293,2.02,38.61,6.5
HYDROLASE,637,2.6,74182.27,293,2.13,41.81,6.5
HYDROLASE,637,1.8,74589.55,293,1.9,34.69,6.5
HYDROLASE,2028,2.1,234208.97,293,2.36,47.48,6.5
HYDROLASE,317,2.1,36353.87,293,2.51,51,6.5
HYDROLASE,356,2.5,40789.56,293,2.46,49.91,6.5
HYDROLASE,356,2.8,40831.96,293,2.58,52.27,6.5
HYDROLASE,317,2.4,36327.83,293,2.49,50.6,6.5
HYDROLASE,317,2.4,36327.83,293,2.49,50.6,6.5
HYDROLASE,198,1.5,22348.29,293,1.87,33.9,6.5
HYDROLASE,198,1.73,22348.47,293,2.35,47.3,6.5
HYDROLASE,157,1.63,18058.36,293,1.63,24,6.5
HYDROLASE,238,2.7,26694.88,293,2.2,45,6.5
HYDROLASE,342,1.85,38087.19,293,2.36,47.57,6.5
HYDROLASE,458,3.2,51893.01,293,3.24,61.75,6.5
HYDROLASE,215,2.5,23881.91,293,2.1,41,6.5
HYDROLASE,215,2.6,23694.68,293,2.1,41,6.5
HYDROLASE,320,1.1,33399.08,293,2.24,45.2,6.5
HYDROLASE,320,1.5,33399.08,293,2.25,45.33,6.5
HYDROLASE,215,2.3,24299.16,293,1.86,31.5,6.5
HYDROLASE,441,2.2,51009.46,293,2.4,48.8,6.5
HYDROLASE,441,2.3,51455.77,293,2.6,51.8,6.5
HYDROLASE,207,1.55,22140.61,293,1.87,34.13,6.5
HYDROLASE,207,1.55,22074.47,293,1.82,32.52,6.5
HYDROLASE,1476,1.57,159330.11,293,2.5,50.8,6.5
HYDROLASE,1476,1.76,158901.67,293,2.5,50.8,6.5
HYDROLASE,892,3,96314.15,293,2.39,48.43,6.5
HYDROLASE,637,2.08,73143.49,293,2.25,45.39,6.5
HYDROLASE,637,2.6,74769.7,293,2.27,45.76,6.5
HYDROLASE,872,1.6,94655.55,293,2.9,56.7,6.5
HYDROLASE,872,1.7,95364.05,293,2.9,56.8,6.5
HYDROLASE,872,1.95,94967.77,293,2.9,56.9,6.5
HYDROLASE,872,1.85,96717.21,293,2.7,54.7,6.5
HYDROLASE,219,1.55,25102.05,293,1.94,36.76,6.5
HYDROLASE,712,1.8,82731.2,293,2.62,52.98,6.5
HYDROLASE,221,2.27,24865.41,293,1.94,36.74,6.5
HYDROLASE,309,2,33367.04,293,2.08,40.94,6.5
HYDROLASE,456,2.43,51374.12,293,2.5,50.85,6.5
HYDROLASE,668,1.75,74660.8,293,2.02,39.04,6.5
HYDROLASE,668,2,74660.8,293,2.03,39.33,6.5
HYDROLASE,258,2,30460.22,293,2.67,53.85,6.5
HYDROLASE,519,1.75,58772.32,293,2.09,41.19,6.5
HYDROLASE,519,2.8,59419.89,293,2.19,43.78,6.5
HYDROLASE,458,1.55,49888.8,293,2.66,53.7,6.5
HYDROLASE,458,1.6,50240.23,293,2.66,53.84,6.5
HYDROLASE,458,1.6,50133.12,293,2.68,54.08,6.5
HYDROLASE,458,1.65,50241.21,293,2.67,53.86,6.5
HYDROLASE,458,1.7,50176.14,293,2.65,53.64,6.5
HYDROLASE,458,1.75,50458.46,293,2.65,53.58,6.5
HYDROLASE,6368,2.8,705882.25,293,3.84,67.96,6.5
HYDROLASE,6368,3,705401.62,293,3.86,68.1,6.5
HYDROLASE,352,2.2,40415.34,293,2.41,48.89,6.5
HYDROLASE,352,1.75,40544.47,293,2.44,49.69,6.5
HYDROLASE,2236,2.4,249823.62,293,2.18,43.54,6.5
HYDROLASE,2236,2.4,250280.05,293,2.09,41.25,6.5
HYDROLASE,2236,2.45,250087.88,293,2.19,43.89,6.5
HYDROLASE,716,2.8,83131.22,293,2.79,55.97,6.5
HYDROLASE,223,1.51,23709.74,293,1.97,37.45,6.5
HYDROLASE,223,1.45,23613.68,293,1.97,37.65,6.5
HYDROLASE,234,1.7,26163.73,293,1.97,37.66,6.5
HYDROLASE,223,1.41,23709.74,293,1.98,37.96,6.5
HYDROLASE,1476,2.2,159478.05,293,2.46,50.03,6.5
HYDROLASE,342,1.65,38831.88,293,2.59,52.42,6.5
HYDROLASE,104,1.65,13189.5,293,2.12,41.88,6.5
HYDROLASE,786,1.75,85743.8,293,2,38.64,6.5
HYDROLASE,340,2.2,36607.24,293,2.56,51.88,6.5
HYDROLASE,326,1.95,37352.35,293,2.82,56.43,6.5
HYDROLASE,552,1.67,64304.27,293,3.2,62,6.5
HYDROLASE,842,1.35,93852.45,293,2.51,51.04,6.5
HYDROLASE,304,1.7,33655.79,293,2.21,44.25,6.5
HYDROLASE,650,2.6,73022.45,293,2.87,57.13,6.5
HYDROLASE,279,1.27,29373.26,293,1.8,41.55,6.5
HYDROLASE,620,3,69490.28,293,2.66,53.78,6.5
HYDROLASE,684,1.7,76313.4,293,2.86,56.94,6.5
HYDROLASE,684,1.7,76313.4,293,2.84,56.67,6.5
HYDROLASE,684,1.7,76285.34,293,2.86,56.97,6.5
HYDROLASE,684,1.9,76341.45,293,2.91,57.68,6.5
HYDROLASE,684,1.8,76317.27,293,2.88,57.22,6.5
HYDROLASE,684,1.7,76345.31,293,2.85,56.84,6.5
HYDROLASE,684,1.8,76373.37,293,2.86,57.02,6.5
HYDROLASE,3036,2.7,338936.69,293,2.37,48.16,6.5
HYDROLASE,1324,1.64,145927.92,293,2.4,48.81,6.5
